Dress_ID,Style,Price,Rating,Size,Season,NeckLine,SleeveLength,Material,FabricType,Decoration,Pattern Type,Recommendation
793162246,Casual,Average,4.7,L,Spring,v-neck,halfsleeve,null,broadcloth,null,print,1
817945281,Casual,Low,4.5,free,Summer,o-neck,full,cotton,null,button,solid,0
920902282,Casual,Average,4.7,M,Summer,o-neck,sleevless,polyster,null,null,character,0
727820291,Casual,Low,4.5,M,Winter,o-neck,short,chiffonfabric,chiffon,null,solid,0
1197211965,cute,Low,0,free,Summer,boat-neck,sleevless,cotton,null,null,print,0
682561447,party,very-high,5,M,Spring,slash-neck,sleevless,chiffonfabric,chiffon,flowers,null,1
999081623,Casual,Average,4.9,M,Automn,v-neck,sleevless,polyster,null,null,null,1
1108613896,party,very-high,0,L,Winter,v-neck,sleevless,polyster,tulle,beading,null,0
1054555186,party,very-high,0,M,Winter,v-neck,cap-sleeves,null,chiffon,lace,null,0
915238287,Casual,Low,4.4,M,Winter,v-neck,turndowncollor,cotton,null,null,null,1
1107279894,party,very-high,0,M,Spring,v-neck,threequater,lycra,sattin,applique,null,1
1163040038,party,High,0,M,Winter,Sweetheart,sleevless,null,null,pearls,null,0
1091877430,party,High,0,M,Spring,Sweetheart,sleevless,nylon,null,null,null,0
1053467336,party,Average,5,M,Winter,o-neck,capsleeves,polyster,null,lace,null,1
609889168,party,High,4.7,M,Winter,sweetheart,sleeveless,null,chiffon,flowers,null,0
662727740,party,,4.8,free,Winter,o-neck,sleevless,null,null,embroidary,null,1
1090993173,party,,4.5,L,Summer,,full,,,,,1
963684109,party,very-high,4.9,M,Spring,Sweetheart,sleeevless,null,chiffon,beading,null,1
619817668,party,High,4.6,M,winter,Sweetheart,sleevless,null,chiffon,null,null,0
1066740059,party,Average,5,M,Spring,Sweetheart,sleevless,polyster,null,null,null,1
732184480,party,very-high,4.8,L,Spring,Sweetheart,sleevless,microfiber,organza,beading,null,1
1044683061,party,very-high,0,M,Winter,Sweetheart,sleevless,polyster,chiffon,beading,null,1
579010251,party,High,4.6,L,Spring,slash-neck,sleevless,silk,chiffon,beading,null,0
751364623,party,Average,4.8,L,,Sweetheart,sleevless,null,null,pleat,null,1
898316819,party,Medium,4.6,S,Winter,Scoop,short,null,null,crystal,null,0
622667306,party,very-high,4.9,M,Spring,Sweetheart,sleevless,silk,chiffon,beading,null,1
809344968,party,Medium,4.8,S,Spring,v-neck,sleevless,null,null,null,null,1
754138176,party,very-high,4.2,L,Winter,v-neck,sleevless,null,null,lace,null,1
674192921,Casual,Low,4.4,free,Summer,o-neck,sleevless,null,null,null,null,1
726446177,party,very-high,4.1,M,Winter,Scoop,short,cotton,lace,applique,null,1
1193747589,party,very-high,0,M,Winter,o-neck,full,null,null,feathers,null,1
676827184,Casual,High,4.6,M,Summer,Sweetheart,sleevless,null,null,beading,null,1
619996560,party,Average,4.7,free,Winter,o-neck,sleevless,polyster,null,null,null,0
618420156,party,very-high,4.7,L,Winter,slash-neck,sleevless,viscos,chiffon,beading,null,1
689486739,party,very-high,4.5,M,Spring,v-neck,cap-sleeves,null,null,lace,null,1
751364614,party,Average,4.7,free,Spring,Sweetheart,sleevless,rayon,chiffon,beading,solid,1
825341937,party,High,4.8,M,Summer,Sweetheart,sleevless,null,sattin,null,null,1
736813752,party,High,4.6,M,Summer,slash-neck,sleevless,null,chiffon,null,null,1
636178374,party,Medium,4.7,M,Winter,o-neck,sleevless,cotton,chiffon,button,null,1
743485617,cute,Average,4.4,free,Spring,Sweetheart,sleevless,spandex,tulle,ruched,solid,1
933951149,party,Average,5,M,Spring,o-neck,sleevless,null,null,null,null,1
684561284,party,very-high,4.8,free,Spring,Sweetheart,sleevless,polyster,chiffon,beading,null,1
616295248,party,Medium,4.8,M,Spring,o-neck,sleevless,silk,chiffon,crystal,null,1
736076633,party,very-high,4.9,L,Spring,slash-neck,sleevless,null,chiffon,flowers,null,1
1108073621,party,Medium,0,free,Winter,v-neck,short,null,chiffon,lace,null,1
1053002876,work,Average,5,free,Winter,o-neck,half,microfiber,null,null,null,0
444282011,party,very-high,4.9,M,Spring,v-neck,sleevless,null,sattin,beading,null,1
949336768,Casual,High,5,free,Summer,v-neck,sleevless,nylon,null,null,null,1
961972778,Casual,very-high,0,small,Spring,o-neck,full,null,chiffon,applique,null,0
893088817,Casual,Medium,4.7,M,Spring,o-neck,sleevless,cotton,null,bow,null,1
952724683,party,Average,0,M,Spring,v-neck,sleevless,null,null,null,null,1
855037000,Casual,Average,4.4,free,Summer,slash-neck,sleevless,cotton,null,null,null,1
660016574,Casual,very-high,4.6,M,winter,o-neck,short,null,null,flowers,null,1
738079582,Casual,Low,4.4,free,winter,halter,sleevless,null,null,draped,null,1
861001391,party,High,4.5,M,winter,o-neck,sleevless,null,null,null,null,1
1099696103,Casual,Average,4.8,free,Summer,o-neck,sleevless,null,null,null,null,0
1044288976,Sexy,Average,5,M,Summer,o-neck,sleeveless,polyster,broadcloth,rivet,null,0
890848361,vintage,Average,4.9,free,Summer,o-neck,urndowncollor,null,null,null,null,0
929503394,vintage,Average,4.7,S,Summer,turndowncollor,short,cotton,null,null,null,0
1015249105,work,Average,4.9,M,Summer,sqare-collor,halfsleeve,polyster,sattin,sashes,null,0
707537639,Casual,Low,4.7,L,Spring,o-neck,short,chiffonfabric,chiffon,null,null,0
702984554,Casual,Average,4.8,L,Automn,o-neck,short,cashmere,null,null,null,0
1023830972,Casual,Average,0,S,Winter,slash-neck,halfsleeve,nylon,broadcloth,null,null,0
959052557,Casual,Average,4.2,S,Winter,v-neck,sleevless,other,chiffon,hollowout,patchwork,0
1246945687,Novelty,Average,0,free,Summer,o-neck,full,cotton,sattin,hollowout,solid,0
510519284,Casual,Low,4.3,free,Summer,backless,sleevless,chiffonfabric,chiffon,crystal,null,0
1079958917,Casual,Average,3.7,M,Summer,boat-neck,sleevless,linen,null,null,null,0
1024325244,Casual,Average,5,free,winter,o-neck,sleevless,polyster,broadcloth,lace,null,1
1104504876,cute,Low,0,free,Winter,o-neck,sleevless,null,chiffon,null,null,0
1010356223,vintage,Average,4.8,M,Summer,v-neck,full,rayon,poplin,null,null,1
908989488,bohemian,Average,0,free,Spring,o-neck,sleevless,rayon,chiffon,null,striped,1
822081627,Sexy,Average,4.5,M,Summer,bowneck,sleevless,cotton,chiffon,null,solid,0
1116072373,Novelty,Medium,4.2,M,Winter,o-neck,halfsleeve,polyster,chiffon,hollowout,animal,1
856139963,Casual,Low,5,free,Spring,v-neck,full,cotton,null,null,solid,1
1032982013,Casual,Average,5,L,Winter,o-neck,thressqatar,polyster,null,applique,solid,0
879756967,Casual,Low,4.8,M,Winter,v-neck,sleevless,polyster,null,null,print,0
912614690,bohemian,Low,5,free,Spring,o-neck,short,nylon,jersey,sashes,print,1
1072784739,Casual,Low,5,free,Spring,bowneck,sleevless,silk,chiffon,applique,print,0
945651303,Casual,Low,5,M,Spring,o-neck,sleeevless,chiffonfabric,chiffon,null,solid,1
858212832,cute,Average,4.3,M,Summer,NULL,NULL,cotton,chiffon,null,solid,0
1219677488,Novelty,Average,0,free,winter,o-neck,short,polyster,broadcloth,lace,null,1
886501087,cute,Low,0,L,Spring,o-neck,sleevless,null,null,null,null,1
944264938,Sexy,Low,4.8,free,Spring,slash-neck,sleevless,cotton,broadcloth,sequined,solid,0
918722829,Sexy,Low,4.8,free,Summer,slash-neck,sleevless,silk,null,lace,solid,0
750670078,Casual,Low,4.4,M,Winter,o-neck,sleevless,polyster,null,null,solid,0
1028061165,Casual,Average,4.5,M,Winter,o-neck,sleevless,polyster,chiffon,ruched,striped,0
699738864,Casual,Low,4.7,S,Summer,o-neck,full,cotton,null,null,patchwork,0
961230947,work,Average,4.9,M,Winter,slash-neck,short,polyster,broadcloth,ruffles,solid,0
849947393,cute,Medium,4.6,free,Spring,o-neck,short,chiffonfabric,null,hollowout,solid,1
857432541,Casual,Low,4.7,free,Spring,o-neck,halfsleeve,silk,chiffon,sashes,print,0
1088674674,Casual,Low,4.7,M,Winter,o-neck,full,polyster,chiffon,null,print,1
939250541,Casual,Average,4.8,M,Spring,o-neck,sleevless,cotton,chiffon,hollowout,print,0
432154321,Sexy,Low,4.8,L,Summer,o-neck,sleevless,cotton,null,null,solid,1
880692544,Casual,Average,4.7,XL,winter,v-neck,short,milksilk,null,null,print,0
958270190,Casual,Low,0,L,winter,v-neck,full,null,null,null,solid,0
732757918,Sexy,Average,4.7,M,Automn,slash-neck,sleevless,nylon,null,rivet,solid,0
898646576,Casual,Low,4.7,free,winter,o-neck,sleevless,null,null,null,null,1
950048509,Casual,High,0,L,winter,v-neck,full,polyster,null,null,solid,0
754316257,Casual,Low,4.7,L,Summer,o-neck,sleevless,silk,worsted,lace,patchwork,0
598523814,Casual,Average,4.7,free,Summer,v-neck,full,cotton,null,sashes,solid,0
774130360,Casual,Average,0,free,Winter,v-neck,full,cashmere,null,null,solid,1
555727400,Casual,Low,4.7,free,Summer,o-neck,capsleeves,chiffonfabric,chiffon,null,print,1
537463111,Casual,Average,4.7,M,Summer,o-neck,thressqatar,chiffonfabric,chiffon,ruched,solid,0
933864550,Sexy,Low,4.5,free,Summer,slash-neck,sleevless,polyster,Corduroy,null,null,0
944930838,vintage,Low,4,free,Summer,turndowncollor,short,cotton,wollen,hollowout,solid,0
901346821,Sexy,Low,4.7,free,Summer,v-neck,sleevless,null,null,null,null,0
818295153,bohemian,Low,5,free,Summer,o-neck,sleevless,cotton,broadcloth,tassel,print,1
943414146,Sexy,Average,4.5,S,Winter,v-neck,sleevless,polyster,null,null,null,0
234567890,cute,Average,4.7,M,Summer,o-neck,sleevless,chiffonfabric,null,sashes,splice,0
1190383536,vintage,Low,0,free,Summer,o-neck,sleevless,cotton,batik,null,print,1
869138763,Casual,Average,4.1,L,winter,o-neck,sleevless,polyster,null,null,null,1
977173764,Casual,Average,4.2,M,winter,v-neck,full,polyster,null,lace,patchwork,1
918331326,Brief,Average,4.8,free,winter,v-neck,halfsleeve,polyster,broadcloth,null,solid,0
955679920,Sexy,Average,4.8,S,Winter,v-neck,sleevless,polyster,chiffon,lace,solid,0
862814652,Casual,Average,4.7,L,Winter,o-neck,sleevless,polyster,chiffon,null,patchwork,0
799301728,vintage,Average,4.7,M,Summer,v-neck,short,rayon,null,beading,print,0
1039384371,Casual,Average,4.8,free,Summer,o-neck,sleevless,cotton,chiffon,sashes,solid,0
746518490,Sexy,Low,4.7,M,Winter,v-neck,sleevless,polyster,null,null,striped,0
720665176,Casual,Average,5,s,Spring,turndowncollor,full,cotton,worsted,null,solid,0
1001750851,Casual,Low,1,M,Spring,o-neck,halfsleeve,null,chiffon,null,null,0
882975367,Sexy,Average,4.1,free,Summer,v-neck,sleevless,cotton,null,lace,null,1
1069577979,Casual,Low,4,free,Summer,v-neck,sleevless,cotton,broadcloth,hollowout,print,0
1079373429,work,Average,4.7,M,Spring,v-neck,sleevless,null,null,null,null,1
711704151,cute,Average,4.6,free,Spring,v-neck,full,cotton,chiffon,null,solid,1
876761815,Casual,Low,5,M,Spring,o-neck,sleevless,spandex,jersey,null,print,0
1062354779,Casual,Average,4.7,M,Automn,v-neck,sleevless,null,chiffon,null,striped,1
845853510,Casual,Average,4.5,L,Summer,o-neck,short,cotton,jersey,pockets,solid,0
832090686,cute,Average,4.6,M,Automn,o-neck,thressqatar,silk,chiffon,sashes,print,0
839305476,Casual,Low,4.6,free,Automn,o-neck,halfsleeve,chiffonfabric,chiffon,null,leapord,1
855418066,Casual,Low,4.7,L,Summer,NULL,sleevless,cotton,null,null,solid,1
1211480431,Sexy,Low,0,L,Summer,o-neck,sleevless,sill,null,null,striped,0
946741571,bohemian,Average,4,free,Winter,o-neck,sleevless,polyster,chiffon,ruffles,striped,0
724177834,Casual,Low,4.7,free,Summer,o-neck,full,cotton,null,null,solid,1
975877364,work,Average,0,M,Summer,v-neck,sleevless,cotton,worsted,null,solid,1
851697194,bohemian,Average,4.1,free,Summer,o-neck,thressqatar,null,null,hollowout,null,0
1108356000,Casual,Average,0,M,Spring,o-neck,halfsleeve,null,null,lace,null,0
871219565,Brief,Low,4.6,M,Summer,o-neck,short,cotton,null,null,animal,0
1250787559,cute,Low,0,free,Spring,v-neck,sleevless,chiffonfabric,chiffon,null,null,1
942245416,Casual,Average,5,M,Spring,o-neck,thressqatar,spandex,null,null,null,0
900108476,Casual,Low,5,free,winter,o-neck,full,wool,null,applique,solid,0
1019672746,vintage,Average,4.5,L,winter,o-neck,short,null,null,sequined,patchwork,1
783980024,Casual,Average,4.5,free,Summer,o-neck,short,polyster,null,null,solid,0
970655043,bohemian,Low,4.4,L,Summer,bowneck,short,cotton,null,null,dot,0
1139064593,Casual,High,0,L,winter,v-neck,thressqatar,polyster,null,ruffles,solid,1
939389270,Casual,Average,4.8,free,winter,o-neck,sleevless,polyster,null,sashes,solid,0
859321875,Brief,Low,4.7,M,Winter,o-neck,full,cotton,null,null,patchwork,0
703395323,Casual,Medium,0,free,Winter,bowneck,full,cashmere,knitted,null,solid,1
966030991,party,Average,0,M,Summer,o-neck,full,cotton,null,null,patchwork,1
866405822,bohemian,Average,4.8,S,Summer,v-neck,short,cotton,null,null,solid,0
941564304,Sexy,Average,4.9,free,Summer,sqare-collor,sleevless,polyster,null,sashes,print,0
1119360745,Casual,Average,3,M,Spring,turndowncollor,short,polyster,null,sashes,patchwork,0
932375745,Casual,Low,4.7,L,Automn,o-neck,short,polyster,shiffon,null,patchwork,1
789373177,Casual,Average,4.3,M,Automn,o-neck,sleevless,polyster,null,plain,solid,0
1135456589,Casual,Average,0,XL,Winter,v-neck,short,polyster,shiffon,pockets,solid,1
932913675,Casual,Low,5,free,Summer,o-neck,sleevless,model,jersey,plain,solid,1
1217548862,vintage,Average,0,L,Summer,sqare-collor,short,cotton,chiffon,null,dot,1
755078866,Casual,Low,4.7,free,winter,o-neck,sleevless,milksilk,null,null,animal,0
1052420390,vintage,Average,5,M,Summer,v-neck,thressqatar,polyster,null,null,print,0
924108301,Casual,Low,4.7,L,Summer,o-neck,full,mix,worsted,lace,patchwork,1
675980168,bohemian,Average,4.6,M,Spring,o-neck,sleevless,shiffon,shiffon,sashes,solid,0
730603782,party,Average,4.8,M,Summer,o-neck,full,cotton,null,null,solid,1
934830377,bohemian,Low,4.6,free,Summer,v-neck,sleevless,cotton,broadcloth,beading,solid,0
689406468,party,very-high,4.6,free,Summer,o-neck,sleevless,rayon,null,hollowout,solid,0
870994067,cute,Low,4.8,M,Spring,o-neck,short,shiffon,shiffon,bow,dot,1
1016250560,vintage,Average,0,M,Spring,o-neck,halfsleeve,polyster,null,lace,animal,0
860334943,Casual,Medium,4.9,L,Winter,o-neck,short,cotton,broadcloth,sashes,solid,0
863336720,Casual,Average,4.2,free,Summer,o-neck,sleevless,cotton,worsted,null,striped,1
835915937,Casual,Average,4.9,M,Summer,o-neck,short,cotton,null,ruffles,patchwork,0
944641715,bohemian,Low,5,XL,Spring,v-neck,thressqatar,null,shiffon,null,print,1
869395176,Casual,Average,4.7,M,Summer,o-neck,sleevless,cotton,null,null,dot,0
1097435333,Casual,Average,0,free,Summer,bowneck,halfsleeve,cotton,null,null,null,0
1124120907,Casual,Average,0,free,Summer,o-neck,sleevless,cotton,null,lace,floral,0
1130463523,Sexy,Medium,0,free,winter,o-neck,sleevless,polyster,null,sequined,solid,0
560474456,Sexy,Low,4.4,free,Automn,v-neck,sleevless,cotton,worsted,lace,solid,0
907669618,Sexy,Average,0,free,Spring,v-neck,full,cotton,wollen,lace,solid,1
710089916,Brief,Average,4.9,XL,Spring,slash-neck,full,null,null,sashes,solid,0
1065317917,Casual,Average,0,free,Automn,v-neck,full,cotton,null,lace,solid,0
737461130,Casual,Average,4.8,M,Summer,v-neck,full,null,shiffon,null,null,0
663993130,Casual,Medium,4.9,L,Spring,sqare-collor,sleevless,null,null,null,print,0
933231033,party,Average,4.7,M,Spring,o-neck,halfsleeve,null,shiffon,null,patchwork,0
743417270,Sexy,Low,4.4,free,Summer,bowneck,sleevless,viscos,null,bow,solid,0
798898277,bohemian,Low,4.6,free,winter,o-neck,sleevless,polyster,null,null,patchwork,1
549401113,Casual,Low,4.6,free,Autumn,o-neck,full,rayon,null,lace,solid,1
857189807,Sexy,Low,4.5,free,Summer,o-neck,sleevless,cotton,null,sashes,solid,1
1055149353,Sexy,Low,0,free,winter,v-neck,NULL,cotton,null,lace,null,1
1199912555,Casual,Average,0,XL,Spring,bowneck,sleevless,mix,null,lace,solid,0
1249825438,Sexy,Average,0,free,Autumn,o-neck,full,polyster,sattin,hollowout,solid,0
967191118,Sexy,Low,4.8,free,Spring,v-neck,sleevless,null,null,null,striped,1
871620435,Brief,Low,4.7,free,Autumn,o-neck,sleevless,null,shiffon,sequined,solid,0
865490824,Sexy,High,5,M,Summer,v-neck,sleevless,mix,null,null,striped,0
1079955163,Casual,Average,4.6,L,Summer,bowneck,full,cotton,null,null,patchwork,0
600514129,cute,Medium,4.9,S,Summer,bowneck,sleevless,null,null,bow,patchwork,1
720087997,Casual,Low,4.3,free,Spring,o-neck,full,null,chiffon,sashes,none,1
699651184,Casual,Low,4.7,S,Autumn,o-neck,sleevless,cotton,null,null,solid,0
605122868,Casual,Average,4.8,L,Autumn,boat-neck,sleevless,null,null,sashes,solid,0
1000425584,cute,Average,4.5,L,winter,v-neck,sleevless,polyster,jersey,sashes,solid,1
345678901,Casual,Average,4.4,free,Summer,o-neck,capsleeves,cotton,null,null,solid,0
898316315,party,Average,0,M,Spring,o-neck,sleevless,null,chiffon,null,solid,1
1017484769,Sexy,Low,0,free,Summer,v-neck,sleevless,null,null,null,null,1
909624960,work,Average,5,M,Summer,o-neck,sleveless,null,null,null,solid,1
1086459983,Novelty,Average,5,free,Summer,o-neck,sleeveless,null,null,null,print,0
593007494,Casual,Low,4.6,free,Spring,v-neck,sleevless,silk,chiffon,draped,solid,0
660179663,Casual,Average,4.5,M,Summer,o-neck,full,cotton,null,lace,solid,0
751776863,Casual,Average,4.5,free,Autumn,o-neck,halfsleeve,cotton,chiffon,hollowout,solid,1
1253973206,cute,Low,0,M,Summer,boat-neck,short,null,chiffon,sashes,null,0
828790972,party,Average,4.9,M,winter,o-neck,halfsleeve,cotton,null,lace,null,1
933413410,Casual,Average,4.8,M,Summer,o-neck,halfsleeve,null,null,null,null,0
550959163,Casual,Low,4.4,L,Summer,o-neck,sleevless,cotton,chiffon,null,solid,0
933926000,Casual,Average,4.3,M,winter,slash-neck,sleeveless,polyster,null,sashes,solid,0
953168456,cute,Average,4.7,L,Summer,o-neck,sleevless,polyster,broadcloth,lace,solid,0
1124754999,Sexy,Average,0,S,Summer,v-neck,sleevless,null,null,null,null,1
832949213,Casual,Low,4.4,free,Summer,o-neck,sleevless,null,null,null,animal,0
801216472,cute,High,4.3,M,Spring,boat-neck,full,polyster,terry,lace,solid,1
929898500,work,Average,4.8,M,winter,turndowncollor,full,null,null,null,solid,0
850490510,Casual,Average,4.6,M,Spring,o-neck,halfsleeve,polyster,null,lace,solid,0
1099394392,Sexy,Low,0,free,Summer,v-neck,sleevless,cotton,null,null,solid,0
674885710,Casual,High,4.9,XL,winter,v-neck,full,cotton,null,sequined,solid,0
1122991519,Sexy,Low,0,free,winter,o-neck,sleevless,lycra,chiffon,hollowout,solid,0
904781800,cute,Average,5,M,Autumn,v-neck,sleevless,cotton,null,null,solid,0
974438263,cute,Low,0,free,Spring,v-neck,sleevless,silk,worsted,lace,patchwork,1
875608094,Casual,Low,4.4,free,Summer,o-neck,full,cotton,null,pockets,solid,0
1061890181,Casual,Average,0,L,Spring,o-neck,sleevless,chiffonfabric,chiffon,sequined,solid,0
1033144189,cute,Average,4.7,M,Spring,o-neck,full,rayon,chiffon,beading,solid,1
860406062,Casual,Average,4.6,M,winter,v-neck,halfsleeve,silk,chiffon,sashes,solid,1
692445545,Casual,Low,4.4,free,Summer,o-neck,full,cotton,null,null,solid,1
974775647,Casual,Low,5,M,Automn,o-neck,sleevless,null,chiffon,null,print,1
1109819647,Casual,Average,0,free,winter,o-neck,short,polyster,chiffon,cascading,solid,0
1223469038,Sexy,Average,0,free,winter,slash-neck,sleevless,cotton,broadcloth,sequined,solid,1
511503677,Casual,Low,4.4,M,Summer,o-neck,halfsleeve,chiffonfabric,chiffon,bow,solid,0
1190558632,cute,Average,0,L,Summer,o-neck,sleevless,cotton,null,lace,solid,1
641665398,Casual,Low,4.8,free,winter,bowneck,full,polyster,chiffon,bow,solid,0
964917582,Casual,Average,5,L,Summer,o-neck,sleevless,cotton,null,null,null,1
859922576,cute,Average,4.6,M,Spring,o-neck,halfsleeve,acrylic,chiffon,null,null,0
817353671,bohemian,Low,4.6,free,Summer,o-neck,sleevless,cotton,chiffon,none,solid,1
990559192,Brief,Average,4.7,M,winter,o-neck,halfsleeve,acrylic,chiffon,null,striped,0
713391965,Casual,Low,4.7,M,Spring,o-neck,full,polyster,null,null,solid,1
532874347,Casual,Average,4.7,M,Summer,v-neck,full,cotton,null,lace,solid,1
655464934,Casual,Average,4.6,L,winter,boat-neck,sleevless,silk,broadcloth,applique,print,1
919930954,Casual,Low,4.4,free,Summer,v-neck,short,cotton,Corduroy,lace,solid,0
